Country_code,Country,Joy factors,Year,Value 2 (+),Value 1 (+),Value 3 (+),Value 5 (+/-),Value 4 (+/-),Value 6 (+/-),index
CY,Cyprus,Happiness,08,1,0.0566,19840123,1,-0.0566,-19840123,1
CY,Cyprus,Happiness,09,3,0.0721,22300551,3,-0.0721,-22300551,1
CY,Cyprus,Happiness,10,7,0.0721,60664780,-7,0.0721,-60664780,1
CY,Cyprus,Happiness,11,12,0.0772,40958389,-12,0.0772,-40958389,1
CY,Cyprus,Happiness,12,7,0.0824,60100972,-7,0.0824,-60100972,1
CY,Cyprus,Happiness,13,8,0.0875,22178345,8,0.0875,-22178345,1
CY,Cyprus,Happiness,14,3,0.0875,52826595,3,-0.0875,-52826595,1
CZ,Czechia,Happiness,08,25,0.0566,47062545,-25,-0.0566,-47062545,1
CZ,Czechia,Happiness,09,46,0.0721,71480194,-46,-0.0721,-71480194,1
CZ,Czechia,Happiness,10,46,0.0721,17734555,46,-0.0721,-17734555,1
CZ,Czechia,Happiness,11,46,0.0772,30395006,46,-0.0772,-30395006,1
CZ,Czechia,Happiness,12,43,0.0824,35051238,43,0.0824,35051238,1
CZ,Czechia,Happiness,13,55,0.0875,50616152,55,0.0875,-50616152,1
CZ,Czechia,Happiness,14,22,0.0875,44201688,22,0.0875,44201688,1
DK,Denmark,Happiness,08,12,0.0566,17916104,-12,-0.0566,17916104,1
DK,Denmark,Happiness,09,17,0.0721,55254298,17,-0.0721,-55254298,1
DK,Denmark,Happiness,10,16,0.0721,68933732,-16,0.0721,-68933732,1
DK,Denmark,Happiness,11,16,0.0772,77162941,-16,-0.0772,-77162941,1
DK,Denmark,Happiness,12,13,0.0824,69035834,13,0.0824,-69035834,1
DK,Denmark,Happiness,13,20,0.0875,12110901,-20,0.0875,12110901,1
DK,Denmark,Happiness,14,17,0.0875,29339774,-17,0.0875,-29339774,1
AT,Austria,Happiness,15,23,0.0885,1245613,-23,0.0885,-1245613,1
AT,Austria,Happiness,16,13,0.0781,11542494,13,0.0781,11542494,1
AT,Austria,Happiness,17,19,0.0729,53144935,-19,0.0729,53144935,1
AT,Austria,Happiness,18,18,0.0625,56600359,-18,0.0625,-56600359,1
AT,Austria,Happiness,19,18,0.0729,30483485,18,-0.0729,-30483485,1
AT,Austria,Happiness,20,14,0.0625,27585717,-14,-0.0625,27585717,1
AT,Austria,Happiness,21,14,0.0625,54664284,-14,0.0625,-54664284,1
BE,Belgium,Happiness,15,25,0.0885,79952521,25,-0.0885,-79952521,1
BE,Belgium,Happiness,16,21,0.0781,69708434,-21,-0.0781,-69708434,1
BE,Belgium,Happiness,17,13,0.0729,51772289,13,0.0729,-51772289,1
BE,Belgium,Happiness,18,18,0.0625,42931444,-18,0.0625,-42931444,1
BE,Belgium,Happiness,19,12,0.0729,18722740,12,0.0729,-18722740,1
BE,Belgium,Happiness,20,8,0.0625,3074823,8,-0.0625,3074823,1
BE,Belgium,Happiness,21,10,0.0625,29229042,10,-0.0625,-29229042,1
BG,Bulgaria,Happiness,15,15,0.0885,64226723,-15,0.0885,-64226723,1
BG,Bulgaria,Happiness,16,25,0.0781,62560464,25,0.0781,-62560464,1
BG,Bulgaria,Happiness,17,19,0.0729,37235695,19,-0.0729,37235695,1
BG,Bulgaria,Happiness,18,22,0.0625,10790509,-22,-0.0625,-10790509,1
BG,Bulgaria,Happiness,19,22,0.0729,8999942,22,0.0729,-8999942,1
BG,Bulgaria,Happiness,20,30,0.0625,61514687,30,0.0625,-61514687,1
BG,Bulgaria,Happiness,21,8,0.0625,25595109,8,0.0625,-25595109,1
CY,Cyprus,Happiness,15,24,0.0885,30612672,-24,0.0885,-30612672,1
CY,Cyprus,Happiness,16,19,0.0781,75099049,-19,0.0781,75099049,1
CY,Cyprus,Happiness,17,21,0.0729,1526071,21,0.0729,1526071,1
CY,Cyprus,Happiness,18,29,0.0625,61591773,-29,0.0625,61591773,1
CY,Cyprus,Happiness,19,15,0.0729,41894187,-15,-0.0729,41894187,1
CY,Cyprus,Happiness,20,12,0.0625,50397172,12,0.0625,50397172,1
CY,Cyprus,Happiness,21,9,0.0625,51258117,9,-0.0625,51258117,1
CZ,Czechia,Happiness,15,10,0.0885,10088815,-10,-0.0885,-10088815,1
CZ,Czechia,Happiness,16,11,0.0781,49248404,-11,-0.0781,49248404,1
CZ,Czechia,Happiness,17,3,0.0729,50951550,-3,-0.0729,-50951550,1
CZ,Czechia,Happiness,18,9,0.0625,58215501,9,0.0625,-58215501,1
CZ,Czechia,Happiness,19,9,0.0729,37317876,9,-0.0729,37317876,1
CZ,Czechia,Happiness,20,4,0.0625,37491984,4,-0.0625,-37491984,1
CZ,Czechia,Happiness,21,0,0.0625,2775719,0,-0.0625,2775719,1
DK,Denmark,Happiness,15,12,0.0885,23530455,-12,0.0885,-23530455,1
DK,Denmark,Happiness,16,1,0.0781,49343179,1,-0.0781,49343179,1
DK,Denmark,Happiness,17,15,0.0729,34155619,15,0.0729,34155619,1
DK,Denmark,Happiness,18,4,0.0625,57425056,4,0.0625,57425056,1
DK,Denmark,Happiness,19,7,0.0729,54078654,7,-0.0729,54078654,1
DK,Denmark,Happiness,20,2,0.0625,25403718,-2,-0.0625,25403718,1
DK,Denmark,Happiness,21,4,0.0625,8103122,4,-0.0625,-8103122,1
AT,Austria,Creativity,01,20,0.0691,32786838,-20,0.0691,32786838,1
AT,Austria,Creativity,02,26,0.0642,45393986,26,-0.0642,-45393986,1
AT,Austria,Creativity,03,22,0.0691,16101959,22,0.0691,16101959,1
AT,Austria,Creativity,04,31,0.0691,6660547,31,-0.0691,-6660547,1
AT,Austria,Creativity,05,14,0.0592,30225724,-14,-0.0592,-30225724,1
AT,Austria,Creativity,06,23,0.0642,3382747,23,-0.0642,3382747,1
AT,Austria,Creativity,07,8,0.0691,58849217,8,-0.0691,-58849217,1
BE,Belgium,Creativity,01,11,0.0691,64383669,-11,-0.0691,64383669,1
BE,Belgium,Creativity,02,23,0.0642,20263487,23,-0.0642,20263487,1
BE,Belgium,Creativity,03,27,0.0691,31822998,27,0.0691,-31822998,1
BE,Belgium,Creativity,04,20,0.0691,17465562,20,-0.0691,-17465562,1
BE,Belgium,Creativity,05,15,0.0592,12357472,15,-0.0592,12357472,1
BE,Belgium,Creativity,06,19,0.0642,25857433,19,0.0642,-25857433,1
BE,Belgium,Creativity,07,13,0.0691,32396515,-13,-0.0691,-32396515,1
BG,Bulgaria,Creativity,01,25,0.0691,54163441,25,-0.0691,-54163441,1
BG,Bulgaria,Creativity,02,39,0.0642,9100468,39,-0.0642,9100468,1
BG,Bulgaria,Creativity,03,31,0.0691,64960035,31,0.0691,64960035,1
BG,Bulgaria,Creativity,04,37,0.0691,65830352,-37,-0.0691,-65830352,1
BG,Bulgaria,Creativity,05,36,0.0592,8142939,-36,0.0592,-8142939,1
BG,Bulgaria,Creativity,06,45,0.0642,8968684,-45,0.0642,-8968684,1
BG,Bulgaria,Creativity,07,17,0.0691,8080902,17,-0.0691,8080902,1
CY,Cyprus,Creativity,01,12,0.0691,45742998,-12,0.0691,45742998,1
CY,Cyprus,Creativity,02,19,0.0642,2572359,-19,-0.0642,2572359,1
CY,Cyprus,Creativity,03,17,0.0691,30906283,17,0.0691,30906283,1
CY,Cyprus,Creativity,04,11,0.0691,44322777,-11,0.0691,44322777,1
CY,Cyprus,Creativity,05,10,0.0592,7981472,-10,-0.0592,7981472,1
CY,Cyprus,Creativity,06,16,0.0642,1577260,-16,-0.0642,-1577260,1
CY,Cyprus,Creativity,07,7,0.0691,34762709,7,0.0691,-34762709,1
CZ,Czechia,Creativity,01,18,0.0691,26378673,18,-0.0691,-26378673,1
CZ,Czechia,Creativity,02,10,0.0642,54847918,10,0.0642,-54847918,1
CZ,Czechia,Creativity,03,4,0.0691,7318235,-4,-0.0691,-7318235,1
CZ,Czechia,Creativity,04,8,0.0691,34254781,-8,0.0691,34254781,1
CZ,Czechia,Creativity,05,5,0.0592,43383839,5,-0.0592,43383839,1
CZ,Czechia,Creativity,06,4,0.0642,50560662,4,0.0642,-50560662,1
CZ,Czechia,Creativity,07,8,0.0691,59451714,8,0.0691,-59451714,1
DK,Denmark,Creativity,01,11,0.0691,489698,11,-0.0691,489698,1
DK,Denmark,Creativity,02,10,0.0642,31894265,-10,0.0642,-31894265,1
DK,Denmark,Creativity,03,9,0.0691,11256022,-9,-0.0691,11256022,1
DK,Denmark,Creativity,04,13,0.0691,8204478,-13,0.0691,8204478,1
DK,Denmark,Creativity,05,7,0.0592,20495382,-7,-0.0592,20495382,1
DK,Denmark,Creativity,06,5,0.0642,32294486,-5,-0.0642,-32294486,1
DK,Denmark,Creativity,07,5,0.0691,42924464,-5,-0.0691,42924464,1
AT,Austria,Creativity,08,7,0.0142,13346676,-7,0.0142,-13346676,1
AT,Austria,Creativity,09,8,0.0142,6537237,8,0.0142,-6537237,1
AT,Austria,Creativity,10,7,0.0095,8288904,7,0.0095,-8288904,1
AT,Austria,Creativity,11,3,0.0095,1806362,-3,-0.0095,1806362,1
AT,Austria,Creativity,12,4,0.0095,784816,-4,0.0095,784816,1
AT,Austria,Creativity,13,4,0.0095,236348,-4,0.0095,236348,1
AT,Austria,Creativity,14,4,0.0047,2586748,4,0.0047,-2586748,1
BE,Belgium,Creativity,08,1,0.0142,11902809,-1,-0.0142,11902809,1
BE,Belgium,Creativity,09,2,0.0142,9181459,-2,0.0142,-9181459,1
BE,Belgium,Creativity,10,7,0.0095,4455980,7,-0.0095,-4455980,1
BE,Belgium,Creativity,11,0,0.0095,3331136,0,0.0095,3331136,1
BE,Belgium,Creativity,12,2,0.0095,4558124,2,-0.0095,-4558124,1
BE,Belgium,Creativity,13,2,0.0095,6289112,2,-0.0095,6289112,1
BE,Belgium,Creativity,14,1,0.0047,3632800,1,0.0047,3632800,1
BG,Bulgaria,Creativity,08,9,0.0142,11414883,-9,-0.0142,11414883,1
BG,Bulgaria,Creativity,09,0,0.0142,9456873,0,-0.0142,9456873,1
BG,Bulgaria,Creativity,10,5,0.0095,5887195,5,-0.0095,5887195,1
BG,Bulgaria,Creativity,11,4,0.0095,8523758,-4,-0.0095,8523758,1
BG,Bulgaria,Creativity,12,2,0.0095,5443934,-2,-0.0095,-5443934,1
BG,Bulgaria,Creativity,13,2,0.0095,3175670,-2,0.0095,-3175670,1
BG,Bulgaria,Creativity,14,0,0.0047,2155785,0,0.0047,2155785,1
CY,Cyprus,Creativity,08,2,0.0142,6691065,2,-0.0142,-6691065,1
CY,Cyprus,Creativity,09,2,0.0142,2576054,-2,0.0142,-2576054,1
CY,Cyprus,Creativity,10,2,0.0095,4925069,2,0.0095,-4925069,1
CY,Cyprus,Creativity,11,0,0.0095,279265,0,0.0095,-279265,1
CY,Cyprus,Creativity,12,0,0.0095,7737416,0,0.0095,7737416,1
CY,Cyprus,Creativity,13,0,0.0095,7731643,0,0.0095,7731643,1
CY,Cyprus,Creativity,14,0,0.0047,4288249,0,0.0047,-4288249,1
CZ,Czechia,Creativity,08,6,0.0142,5383975,-6,0.0142,5383975,1
CZ,Czechia,Creativity,09,3,0.0142,4628054,-3,-0.0142,4628054,1
CZ,Czechia,Creativity,10,0,0.0095,2933168,0,-0.0095,-2933168,1
CZ,Czechia,Creativity,11,4,0.0095,1429449,-4,-0.0095,-1429449,1
CZ,Czechia,Creativity,12,1,0.0095,2647305,-1,-0.0095,2647305,1
CZ,Czechia,Creativity,13,0,0.0095,8372703,0,-0.0095,-8372703,1
CZ,Czechia,Creativity,14,0,0.0047,4041393,0,-0.0047,-4041393,1
DK,Denmark,Creativity,08,5,0.0142,12164921,-5,0.0142,12164921,1
DK,Denmark,Creativity,09,10,0.0142,11432814,10,0.0142,11432814,1
DK,Denmark,Creativity,10,6,0.0095,8849461,-6,0.0095,8849461,1
DK,Denmark,Creativity,11,14,0.0095,8800981,-14,0.0095,8800981,1
DK,Denmark,Creativity,12,9,0.0095,7935947,9,0.0095,7935947,1
DK,Denmark,Creativity,13,10,0.0095,6801172,10,-0.0095,-6801172,1
DK,Denmark,Creativity,14,9,0.0047,94125,-9,0.0047,94125,1
AT,Austria,Creativity,15,3,0.0306,13199586,-3,-0.0306,-13199586,1
AT,Austria,Creativity,16,6,0.0408,34673646,6,0.0408,34673646,1
AT,Austria,Creativity,17,7,0.0306,25593066,7,0.0306,-25593066,1
AT,Austria,Creativity,18,5,0.0357,4523672,5,-0.0357,4523672,1
AT,Austria,Creativity,19,4,0.0357,28260703,-4,-0.0357,-28260703,1
AT,Austria,Creativity,20,9,0.0357,35188533,-9,-0.0357,35188533,1
AT,Austria,Creativity,21,1,0.0408,19131988,1,-0.0408,-19131988,1
BE,Belgium,Creativity,15,13,0.0306,30224537,-13,-0.0306,-30224537,1
BE,Belgium,Creativity,16,6,0.0408,10243373,6,0.0408,-10243373,1
BE,Belgium,Creativity,17,4,0.0306,18704808,4,0.0306,18704808,1
BE,Belgium,Creativity,18,12,0.0357,2009479,-12,0.0357,-2009479,1
BE,Belgium,Creativity,19,4,0.0357,20964609,4,0.0357,20964609,1
BE,Belgium,Creativity,20,9,0.0357,13102898,-9,0.0357,13102898,1
BE,Belgium,Creativity,21,1,0.0408,39110332,-1,0.0408,39110332,1
BG,Bulgaria,Creativity,15,8,0.0306,7200998,-8,0.0306,-7200998,1
BG,Bulgaria,Creativity,16,4,0.0408,35629762,4,0.0408,35629762,1
BG,Bulgaria,Creativity,17,6,0.0306,15493967,-6,-0.0306,-15493967,1
BG,Bulgaria,Creativity,18,5,0.0357,1657736,5,0.0357,-1657736,1
BG,Bulgaria,Creativity,19,8,0.0357,8129988,8,-0.0357,8129988,1
BG,Bulgaria,Creativity,20,9,0.0357,8888206,-9,-0.0357,-8888206,1
BG,Bulgaria,Creativity,21,6,0.0408,20474322,6,-0.0408,-20474322,1
CY,Cyprus,Creativity,15,5,0.0306,28197065,-5,-0.0306,28197065,1
CY,Cyprus,Creativity,16,7,0.0408,2226660,-7,0.0408,-2226660,1
CY,Cyprus,Creativity,17,1,0.0306,5305436,1,0.0306,-5305436,1
CY,Cyprus,Creativity,18,3,0.0357,22741003,-3,0.0357,-22741003,1
CY,Cyprus,Creativity,19,3,0.0357,3154425,-3,-0.0357,-3154425,1
CY,Cyprus,Creativity,20,3,0.0357,13321101,-3,0.0357,13321101,1
CY,Cyprus,Creativity,21,1,0.0408,126496,-1,-0.0408,126496,1
CZ,Czechia,Creativity,15,12,0.0306,9629824,-12,0.0306,9629824,1
CZ,Czechia,Creativity,16,17,0.0408,23250811,-17,-0.0408,-23250811,1
CZ,Czechia,Creativity,17,6,0.0306,3082643,-6,0.0306,-3082643,1
CZ,Czechia,Creativity,18,17,0.0357,35429603,17,0.0357,-35429603,1
CZ,Czechia,Creativity,19,12,0.0357,5435605,12,-0.0357,-5435605,1
CZ,Czechia,Creativity,20,19,0.0357,12709834,-19,0.0357,-12709834,1
CZ,Czechia,Creativity,21,10,0.0408,37029681,10,-0.0408,37029681,1
DK,Denmark,Creativity,15,6,0.0306,6026832,-6,0.0306,-6026832,1
DK,Denmark,Creativity,16,3,0.0408,35681881,3,0.0408,35681881,1
DK,Denmark,Creativity,17,1,0.0306,25454549,-1,0.0306,-25454549,1
DK,Denmark,Creativity,18,3,0.0357,16339494,-3,-0.0357,16339494,1
DK,Denmark,Creativity,19,14,0.0357,6511594,14,-0.0357,-6511594,1
DK,Denmark,Creativity,20,6,0.0357,27769622,6,0.0357,27769622,1
DK,Denmark,Creativity,21,4,0.0408,7817496,-4,0.0408,-7817496,1
AT,Austria,Friendship,01,13,0.0357,26596675,-13,-0.0357,-26596675,1
AT,Austria,Friendship,02,10,0.0408,31122150,10,-0.0408,-31122150,1
AT,Austria,Friendship,03,10,0.0357,9673385,10,-0.0357,-9673385,1
AT,Austria,Friendship,04,12,0.0357,10628856,12,-0.0357,-10628856,1
AT,Austria,Friendship,05,8,0.0408,40235560,-8,0.0408,-40235560,1
AT,Austria,Friendship,06,14,0.0306,4879427,-14,-0.0306,-4879427,1
AT,Austria,Friendship,07,4,0.0306,30495063,-4,0.0306,-30495063,1
BE,Belgium,Friendship,01,12,0.0357,22471809,-12,-0.0357,-22471809,1
BE,Belgium,Friendship,02,16,0.0408,20874965,-16,0.0408,20874965,1
BE,Belgium,Friendship,03,25,0.0357,22358195,-25,-0.0357,-22358195,1
BE,Belgium,Friendship,04,15,0.0357,11189835,15,0.0357,-11189835,1
BE,Belgium,Friendship,05,19,0.0408,35727176,19,0.0408,35727176,1
BE,Belgium,Friendship,06,12,0.0306,13205916,-12,0.0306,-13205916,1
BE,Belgium,Friendship,07,6,0.0306,10062799,6,-0.0306,-10062799,1
BG,Bulgaria,Friendship,01,1,0.0357,20588688,-1,0.0357,-20588688,1
BG,Bulgaria,Friendship,02,1,0.0408,39566356,-1,0.0408,-39566356,1
BG,Bulgaria,Friendship,03,2,0.0357,18163110,-2,-0.0357,-18163110,1
BG,Bulgaria,Friendship,04,3,0.0357,2626909,-3,0.0357,2626909,1
BG,Bulgaria,Friendship,05,2,0.0408,26280298,2,0.0408,26280298,1
BG,Bulgaria,Friendship,06,2,0.0306,19297521,-2,-0.0306,19297521,1
BG,Bulgaria,Friendship,07,2,0.0306,20524833,-2,0.0306,20524833,1
CY,Cyprus,Friendship,01,2,0.0357,33632787,-2,0.0357,33632787,1
CY,Cyprus,Friendship,02,2,0.0408,22480374,2,-0.0408,-22480374,1
CY,Cyprus,Friendship,03,0,0.0357,13782095,0,0.0357,13782095,1
CY,Cyprus,Friendship,04,4,0.0357,29667954,4,-0.0357,29667954,1
CY,Cyprus,Friendship,05,0,0.0408,9148845,0,0.0408,-9148845,1
CY,Cyprus,Friendship,06,4,0.0306,23655974,4,0.0306,-23655974,1
CY,Cyprus,Friendship,07,1,0.0306,2219320,-1,0.0306,2219320,1
CZ,Czechia,Friendship,01,2,0.0357,33078846,2,-0.0357,33078846,1
CZ,Czechia,Friendship,02,6,0.0408,31379201,6,0.0408,-31379201,1
CZ,Czechia,Friendship,03,3,0.0357,5171082,3,-0.0357,-5171082,1
CZ,Czechia,Friendship,04,4,0.0357,2524841,-4,-0.0357,2524841,1
CZ,Czechia,Friendship,05,6,0.0408,20914143,-6,0.0408,-20914143,1
CZ,Czechia,Friendship,06,2,0.0306,20505249,2,0.0306,20505249,1
CZ,Czechia,Friendship,07,2,0.0306,16284806,2,0.0306,16284806,1
DK,Denmark,Friendship,01,30,0.0357,22425902,-30,0.0357,-22425902,1
DK,Denmark,Friendship,02,38,0.0408,16858740,-38,0.0408,16858740,1
DK,Denmark,Friendship,03,39,0.0357,7499996,-39,0.0357,-7499996,1
DK,Denmark,Friendship,04,27,0.0357,24595726,27,0.0357,-24595726,1
DK,Denmark,Friendship,05,24,0.0408,39244977,24,-0.0408,-39244977,1
DK,Denmark,Friendship,06,23,0.0306,27065332,-23,-0.0306,-27065332,1
DK,Denmark,Friendship,07,13,0.0306,14680994,13,0.0306,14680994,1
AT,Austria,Friendship,08,5,0.0189,11453383,-5,-0.0189,11453383,1
AT,Austria,Friendship,09,5,0.0252,3331822,-5,0.0252,-3331822,1
AT,Austria,Friendship,10,12,0.0189,6340724,12,0.0189,-6340724,1
AT,Austria,Friendship,11,4,0.0126,1007243,4,-0.0126,1007243,1
AT,Austria,Friendship,12,1,0.0126,484730,1,0.0126,-484730,1
AT,Austria,Friendship,13,0,0.0126,1478267,0,0.0126,-1478267,1
AT,Austria,Friendship,14,2,0.0063,595103,2,-0.0063,-595103,1
BE,Belgium,Friendship,08,4,0.0189,10860457,-4,0.0189,-10860457,1
BE,Belgium,Friendship,09,4,0.0252,25128094,4,-0.0252,25128094,1
BE,Belgium,Friendship,10,4,0.0189,14670237,4,0.0189,-14670237,1
BE,Belgium,Friendship,11,0,0.0126,10983373,0,0.0126,10983373,1
BE,Belgium,Friendship,12,7,0.0126,9167380,7,-0.0126,-9167380,1
BE,Belgium,Friendship,13,3,0.0126,6013394,-3,0.0126,-6013394,1
BE,Belgium,Friendship,14,0,0.0063,1477345,0,-0.0063,1477345,1
BG,Bulgaria,Friendship,08,4,0.0189,3704981,-4,-0.0189,-3704981,1
BG,Bulgaria,Friendship,09,4,0.0252,1786600,-4,0.0252,-1786600,1
BG,Bulgaria,Friendship,10,3,0.0189,15660007,-3,0.0189,15660007,1
BG,Bulgaria,Friendship,11,7,0.0126,6673398,7,0.0126,-6673398,1
BG,Bulgaria,Friendship,12,1,0.0126,10952338,-1,-0.0126,10952338,1
BG,Bulgaria,Friendship,13,0,0.0126,9006698,0,0.0126,-9006698,1
BG,Bulgaria,Friendship,14,0,0.0063,5615629,0,-0.0063,5615629,1
CY,Cyprus,Friendship,08,3,0.0189,7871449,-3,0.0189,7871449,1
CY,Cyprus,Friendship,09,6,0.0252,9741469,-6,0.0252,-9741469,1
CY,Cyprus,Friendship,10,0,0.0189,14364437,0,0.0189,14364437,1
CY,Cyprus,Friendship,11,4,0.0126,5094556,4,0.0126,-5094556,1
CY,Cyprus,Friendship,12,2,0.0126,4533257,2,0.0126,-4533257,1
CY,Cyprus,Friendship,13,0,0.0126,2791525,0,-0.0126,-2791525,1
CY,Cyprus,Friendship,14,0,0.0063,3823498,0,0.0063,-3823498,1
CZ,Czechia,Friendship,08,4,0.0189,17854951,4,0.0189,17854951,1
CZ,Czechia,Friendship,09,6,0.0252,21324242,-6,0.0252,-21324242,1
CZ,Czechia,Friendship,10,1,0.0189,12873673,-1,0.0189,-12873673,1
CZ,Czechia,Friendship,11,4,0.0126,1097133,-4,-0.0126,-1097133,1
CZ,Czechia,Friendship,12,5,0.0126,1400349,-5,-0.0126,-1400349,1
CZ,Czechia,Friendship,13,1,0.0126,4032888,-1,0.0126,4032888,1
CZ,Czechia,Friendship,14,0,0.0063,148831,0,0.0063,-148831,1
DK,Denmark,Friendship,08,1,0.0189,1223192,1,-0.0189,-1223192,1
DK,Denmark,Friendship,09,7,0.0252,1862838,7,-0.0252,1862838,1
DK,Denmark,Friendship,10,6,0.0189,2726206,6,-0.0189,-2726206,1
DK,Denmark,Friendship,11,6,0.0126,5457842,6,0.0126,5457842,1
DK,Denmark,Friendship,12,7,0.0126,6324814,-7,0.0126,-6324814,1
DK,Denmark,Friendship,13,4,0.0126,3290162,4,0.0126,-3290162,1
DK,Denmark,Friendship,14,2,0.0063,1947271,2,-0.0063,-1947271,1
AT,Austria,Friendship,15,10,0.0225,2908596,10,0.0225,-2908596,1
AT,Austria,Friendship,16,10,0.0225,14127356,-10,-0.0225,14127356,1
