Country_code,Country,Joy factors,Year,Value 2 (+),Value 1 (+),Value 3 (+),Value 5 (+/-),Value 4 (+/-),Value 6 (+/-),index
AT,Austria,Creativity,01,20,0.0691,32786838,-20,0.0691,32786838,1
AT,Austria,Creativity,02,26,0.0642,45393986,26,-0.0642,-45393986,1
AT,Austria,Creativity,03,22,0.0691,16101959,22,0.0691,16101959,1
AT,Austria,Creativity,04,31,0.0691,6660547,31,-0.0691,-6660547,1
AT,Austria,Creativity,05,14,0.0592,30225724,-14,-0.0592,-30225724,1
AT,Austria,Creativity,06,23,0.0642,3382747,23,-0.0642,3382747,1
AT,Austria,Creativity,07,8,0.0691,58849217,8,-0.0691,-58849217,1
BE,Belgium,Creativity,01,11,0.0691,64383669,-11,-0.0691,64383669,1
BE,Belgium,Creativity,02,23,0.0642,20263487,23,-0.0642,20263487,1
BE,Belgium,Creativity,03,27,0.0691,31822998,27,0.0691,-31822998,1
BE,Belgium,Creativity,04,20,0.0691,17465562,20,-0.0691,-17465562,1
BE,Belgium,Creativity,05,15,0.0592,12357472,15,-0.0592,12357472,1
BE,Belgium,Creativity,06,19,0.0642,25857433,19,0.0642,-25857433,1
BE,Belgium,Creativity,07,13,0.0691,32396515,-13,-0.0691,-32396515,1
BG,Bulgaria,Creativity,01,25,0.0691,54163441,25,-0.0691,-54163441,1
BG,Bulgaria,Creativity,02,39,0.0642,9100468,39,-0.0642,9100468,1
BG,Bulgaria,Creativity,03,31,0.0691,64960035,31,0.0691,64960035,1
BG,Bulgaria,Creativity,04,37,0.0691,65830352,-37,-0.0691,-65830352,1
BG,Bulgaria,Creativity,05,36,0.0592,8142939,-36,0.0592,-8142939,1
BG,Bulgaria,Creativity,06,45,0.0642,8968684,-45,0.0642,-8968684,1
BG,Bulgaria,Creativity,07,17,0.0691,8080902,17,-0.0691,8080902,1
AT,Austria,Creativity,08,7,0.0142,13346676,-7,0.0142,-13346676,1
AT,Austria,Creativity,09,8,0.0142,6537237,8,0.0142,-6537237,1
AT,Austria,Creativity,10,7,0.0095,8288904,7,0.0095,-8288904,1
AT,Austria,Creativity,11,3,0.0095,1806362,-3,-0.0095,1806362,1
AT,Austria,Creativity,12,4,0.0095,784816,-4,0.0095,784816,1
AT,Austria,Creativity,13,4,0.0095,236348,-4,0.0095,236348,1
AT,Austria,Creativity,14,4,0.0047,2586748,4,0.0047,-2586748,1
BE,Belgium,Creativity,08,1,0.0142,11902809,-1,-0.0142,11902809,1
BE,Belgium,Creativity,09,2,0.0142,9181459,-2,0.0142,-9181459,1
BE,Belgium,Creativity,10,7,0.0095,4455980,7,-0.0095,-4455980,1
BE,Belgium,Creativity,11,0,0.0095,3331136,0,0.0095,3331136,1
BE,Belgium,Creativity,12,2,0.0095,4558124,2,-0.0095,-4558124,1
BE,Belgium,Creativity,13,2,0.0095,6289112,2,-0.0095,6289112,1
BE,Belgium,Creativity,14,1,0.0047,3632800,1,0.0047,3632800,1
BG,Bulgaria,Creativity,08,9,0.0142,11414883,-9,-0.0142,11414883,1
BG,Bulgaria,Creativity,09,0,0.0142,9456873,0,-0.0142,9456873,1
BG,Bulgaria,Creativity,10,5,0.0095,5887195,5,-0.0095,5887195,1
BG,Bulgaria,Creativity,11,4,0.0095,8523758,-4,-0.0095,8523758,1
BG,Bulgaria,Creativity,12,2,0.0095,5443934,-2,-0.0095,-5443934,1
BG,Bulgaria,Creativity,13,2,0.0095,3175670,-2,0.0095,-3175670,1
BG,Bulgaria,Creativity,14,0,0.0047,2155785,0,0.0047,2155785,1
AT,Austria,Creativity,15,3,0.0306,13199586,-3,-0.0306,-13199586,1
AT,Austria,Creativity,16,6,0.0408,34673646,6,0.0408,34673646,1
AT,Austria,Creativity,17,7,0.0306,25593066,7,0.0306,-25593066,1
AT,Austria,Creativity,18,5,0.0357,4523672,5,-0.0357,4523672,1
AT,Austria,Creativity,19,4,0.0357,28260703,-4,-0.0357,-28260703,1
AT,Austria,Creativity,20,9,0.0357,35188533,-9,-0.0357,35188533,1
AT,Austria,Creativity,21,1,0.0408,19131988,1,-0.0408,-19131988,1
BE,Belgium,Creativity,15,13,0.0306,30224537,-13,-0.0306,-30224537,1
BE,Belgium,Creativity,16,6,0.0408,10243373,6,0.0408,-10243373,1
BE,Belgium,Creativity,17,4,0.0306,18704808,4,0.0306,18704808,1
BE,Belgium,Creativity,18,12,0.0357,2009479,-12,0.0357,-2009479,1
BE,Belgium,Creativity,19,4,0.0357,20964609,4,0.0357,20964609,1
BE,Belgium,Creativity,20,9,0.0357,13102898,-9,0.0357,13102898,1
BE,Belgium,Creativity,21,1,0.0408,39110332,-1,0.0408,39110332,1
BG,Bulgaria,Creativity,15,8,0.0306,7200998,-8,0.0306,-7200998,1
BG,Bulgaria,Creativity,16,4,0.0408,35629762,4,0.0408,35629762,1
BG,Bulgaria,Creativity,17,6,0.0306,15493967,-6,-0.0306,-15493967,1
BG,Bulgaria,Creativity,18,5,0.0357,1657736,5,0.0357,-1657736,1
BG,Bulgaria,Creativity,19,8,0.0357,8129988,8,-0.0357,8129988,1
BG,Bulgaria,Creativity,20,9,0.0357,8888206,-9,-0.0357,-8888206,1
BG,Bulgaria,Creativity,21,6,0.0408,20474322,6,-0.0408,-20474322,1
AT,Austria,Friendship,01,13,0.0357,26596675,-13,-0.0357,-26596675,1
AT,Austria,Friendship,02,10,0.0408,31122150,10,-0.0408,-31122150,1
AT,Austria,Friendship,03,10,0.0357,9673385,10,-0.0357,-9673385,1
AT,Austria,Friendship,04,12,0.0357,10628856,12,-0.0357,-10628856,1
AT,Austria,Friendship,05,8,0.0408,40235560,-8,0.0408,-40235560,1
AT,Austria,Friendship,06,14,0.0306,4879427,-14,-0.0306,-4879427,1
AT,Austria,Friendship,07,4,0.0306,30495063,-4,0.0306,-30495063,1
BE,Belgium,Friendship,01,12,0.0357,22471809,-12,-0.0357,-22471809,1
BE,Belgium,Friendship,02,16,0.0408,20874965,-16,0.0408,20874965,1
BE,Belgium,Friendship,03,25,0.0357,22358195,-25,-0.0357,-22358195,1
BE,Belgium,Friendship,04,15,0.0357,11189835,15,0.0357,-11189835,1
BE,Belgium,Friendship,05,19,0.0408,35727176,19,0.0408,35727176,1
BE,Belgium,Friendship,06,12,0.0306,13205916,-12,0.0306,-13205916,1
BE,Belgium,Friendship,07,6,0.0306,10062799,6,-0.0306,-10062799,1
BG,Bulgaria,Friendship,01,1,0.0357,20588688,-1,0.0357,-20588688,1
BG,Bulgaria,Friendship,02,1,0.0408,39566356,-1,0.0408,-39566356,1
BG,Bulgaria,Friendship,03,2,0.0357,18163110,-2,-0.0357,-18163110,1
BG,Bulgaria,Friendship,04,3,0.0357,2626909,-3,0.0357,2626909,1
BG,Bulgaria,Friendship,05,2,0.0408,26280298,2,0.0408,26280298,1
BG,Bulgaria,Friendship,06,2,0.0306,19297521,-2,-0.0306,19297521,1
BG,Bulgaria,Friendship,07,2,0.0306,20524833,-2,0.0306,20524833,1
AT,Austria,Friendship,08,5,0.0189,11453383,-5,-0.0189,11453383,1
AT,Austria,Friendship,09,5,0.0252,3331822,-5,0.0252,-3331822,1
AT,Austria,Friendship,10,12,0.0189,6340724,12,0.0189,-6340724,1
AT,Austria,Friendship,11,4,0.0126,1007243,4,-0.0126,1007243,1
AT,Austria,Friendship,12,1,0.0126,484730,1,0.0126,-484730,1
AT,Austria,Friendship,13,0,0.0126,1478267,0,0.0126,-1478267,1
AT,Austria,Friendship,14,2,0.0063,595103,2,-0.0063,-595103,1
BE,Belgium,Friendship,08,4,0.0189,10860457,-4,0.0189,-10860457,1
BE,Belgium,Friendship,09,4,0.0252,25128094,4,-0.0252,25128094,1
BE,Belgium,Friendship,10,4,0.0189,14670237,4,0.0189,-14670237,1
BE,Belgium,Friendship,11,0,0.0126,10983373,0,0.0126,10983373,1
BE,Belgium,Friendship,12,7,0.0126,9167380,7,-0.0126,-9167380,1
BE,Belgium,Friendship,13,3,0.0126,6013394,-3,0.0126,-6013394,1
BE,Belgium,Friendship,14,0,0.0063,1477345,0,-0.0063,1477345,1
BG,Bulgaria,Friendship,08,4,0.0189,3704981,-4,-0.0189,-3704981,1
BG,Bulgaria,Friendship,09,4,0.0252,1786600,-4,0.0252,-1786600,1
BG,Bulgaria,Friendship,10,3,0.0189,15660007,-3,0.0189,15660007,1
BG,Bulgaria,Friendship,11,7,0.0126,6673398,7,0.0126,-6673398,1
BG,Bulgaria,Friendship,12,1,0.0126,10952338,-1,-0.0126,10952338,1
BG,Bulgaria,Friendship,13,0,0.0126,9006698,0,0.0126,-9006698,1
BG,Bulgaria,Friendship,14,0,0.0063,5615629,0,-0.0063,5615629,1
AT,Austria,Friendship,15,10,0.0225,2908596,10,0.0225,-2908596,1
AT,Austria,Friendship,16,10,0.0225,14127356,-10,-0.0225,14127356,1
AT,Austria,Friendship,17,6,0.0338,14626136,-6,0.0338,14626136,1
AT,Austria,Friendship,18,16,0.0281,3159250,16,0.0281,-3159250,1
AT,Austria,Friendship,19,12,0.0338,14747769,-12,0.0338,14747769,1
AT,Austria,Friendship,20,9,0.0338,31281007,-9,-0.0338,-31281007,1
AT,Austria,Friendship,21,6,0.0394,25879645,6,-0.0394,25879645,1
BE,Belgium,Friendship,15,5,0.0225,18866198,-5,0.0225,18866198,1
BE,Belgium,Friendship,16,3,0.0225,1713857,3,0.0225,1713857,1
BE,Belgium,Friendship,17,2,0.0338,20221344,2,-0.0338,-20221344,1
BE,Belgium,Friendship,18,10,0.0281,1560442,-10,-0.0281,-1560442,1
BE,Belgium,Friendship,19,8,0.0338,15211776,8,-0.0338,15211776,1
BE,Belgium,Friendship,20,8,0.0338,14665787,8,-0.0338,-14665787,1
BE,Belgium,Friendship,21,5,0.0394,38446013,-5,0.0394,38446013,1
BG,Bulgaria,Friendship,15,5,0.0225,13612885,5,0.0225,13612885,1
BG,Bulgaria,Friendship,16,18,0.0225,20953580,-18,0.0225,-20953580,1
BG,Bulgaria,Friendship,17,17,0.0338,29394548,17,-0.0338,-29394548,1
BG,Bulgaria,Friendship,18,13,0.0281,3117144,13,0.0281,3117144,1
BG,Bulgaria,Friendship,19,12,0.0338,14669439,12,-0.0338,14669439,1
BG,Bulgaria,Friendship,20,6,0.0338,18628395,6,0.0338,-18628395,1
BG,Bulgaria,Friendship,21,8,0.0394,3930843,8,-0.0394,3930843,1
AT,Austria,Love,01,8,0.0388,4145149,-8,0.0388,-4145149,1
AT,Austria,Love,02,9,0.0388,12931610,9,0.0388,-12931610,1
AT,Austria,Love,03,8,0.0388,33743440,8,0.0388,-33743440,1
AT,Austria,Love,04,13,0.0388,23259186,13,0.0388,-23259186,1
AT,Austria,Love,05,10,0.0388,3377638,-10,-0.0388,3377638,1
AT,Austria,Love,06,10,0.0333,15662083,10,0.0333,15662083,1
AT,Austria,Love,07,8,0.0222,20529995,-8,-0.0222,-20529995,1
BE,Belgium,Love,01,16,0.0388,28203782,16,0.0388,-28203782,1
BE,Belgium,Love,02,17,0.0388,19152593,17,0.0388,-19152593,1
BE,Belgium,Love,03,5,0.0388,3999778,-5,-0.0388,3999778,1
BE,Belgium,Love,04,10,0.0388,13922491,10,-0.0388,13922491,1
BE,Belgium,Love,05,12,0.0388,20172435,-12,-0.0388,20172435,1
BE,Belgium,Love,06,12,0.0333,10494768,12,0.0333,10494768,1
BE,Belgium,Love,07,6,0.0222,278582,-6,-0.0222,278582,1
BG,Bulgaria,Love,01,3,0.0388,6797044,3,0.0388,-6797044,1
BG,Bulgaria,Love,02,3,0.0388,36555560,3,-0.0388,36555560,1
BG,Bulgaria,Love,03,8,0.0388,2673291,8,-0.0388,2673291,1
BG,Bulgaria,Love,04,6,0.0388,35674457,-6,0.0388,35674457,1
BG,Bulgaria,Love,05,1,0.0388,24904528,-1,-0.0388,24904528,1
BG,Bulgaria,Love,06,4,0.0333,22081542,-4,-0.0333,22081542,1
BG,Bulgaria,Love,07,0,0.0222,15356665,0,0.0222,-15356665,1
AT,Austria,Love,08,8,0.0238,13083062,-8,-0.0238,-13083062,1
AT,Austria,Love,09,10,0.0238,9592639,-10,-0.0238,9592639,1
AT,Austria,Love,10,11,0.0333,16143290,-11,0.0333,-16143290,1
AT,Austria,Love,11,19,0.038,28833674,19,-0.038,-28833674,1
AT,Austria,Love,12,11,0.0333,16041059,11,0.0333,-16041059,1
AT,Austria,Love,13,8,0.0333,3475297,8,-0.0333,-3475297,1
AT,Austria,Love,14,10,0.0285,10004152,-10,-0.0285,10004152,1
BE,Belgium,Love,08,9,0.0238,18512772,9,0.0238,18512772,1
BE,Belgium,Love,09,16,0.0238,19022972,-16,-0.0238,-19022972,1
BE,Belgium,Love,10,17,0.0333,28211138,17,0.0333,28211138,1
BE,Belgium,Love,11,23,0.038,6776780,23,0.038,6776780,1
BE,Belgium,Love,12,15,0.0333,22946367,-15,0.0333,-22946367,1
BE,Belgium,Love,13,18,0.0333,5648993,18,0.0333,-5648993,1
BE,Belgium,Love,14,4,0.0285,2214807,4,0.0285,2214807,1
BG,Bulgaria,Love,08,2,0.0238,11535762,2,-0.0238,11535762,1
BG,Bulgaria,Love,09,2,0.0238,5161421,-2,0.0238,-5161421,1
BG,Bulgaria,Love,10,9,0.0333,2114529,9,-0.0333,-2114529,1
BG,Bulgaria,Love,11,8,0.038,37638032,-8,0.038,-37638032,1
BG,Bulgaria,Love,12,13,0.0333,8259968,-13,-0.0333,-8259968,1
BG,Bulgaria,Love,13,10,0.0333,5344851,-10,-0.0333,5344851,1
BG,Bulgaria,Love,14,1,0.0285,9442843,1,0.0285,-9442843,1
AT,Austria,Love,15,8,0.2734,93457463,8,-0.2734,93457463,1
AT,Austria,Love,16,10,0.25,154038115,10,-0.25,-154038115,1
AT,Austria,Love,17,11,0.2707,22857027,-11,0.2707,-22857027,1
AT,Austria,Love,18,19,0.4756,35911317,19,-0.4756,35911317,1
AT,Austria,Love,19,11,0.362,201313745,11,-0.362,201313745,1
AT,Austria,Love,20,8,0.2545,79967800,-8,-0.2545,79967800,1
AT,Austria,Love,21,10,0.5,261015466,-10,0.5,261015466,1
BE,Belgium,Love,15,9,0.2734,87377699,9,-0.2734,-87377699,1
BE,Belgium,Love,16,16,0.375,168159242,16,-0.375,-168159242,1
BE,Belgium,Love,17,17,0.464,378602662,17,0.464,-378602662,1
BE,Belgium,Love,18,23,0.6486,8147657,23,-0.6486,8147657,1
BE,Belgium,Love,19,15,0.4827,234001682,-15,-0.4827,234001682,1
BE,Belgium,Love,20,18,0.5515,398908151,-18,-0.5515,-398908151,1
BE,Belgium,Love,21,4,0.2083,38364328,4,-0.2083,-38364328,1
BG,Bulgaria,Love,15,2,0.0781,42156779,2,-0.0781,42156779,1
BG,Bulgaria,Love,16,2,0.0312,17320396,2,-0.0312,-17320396,1
BG,Bulgaria,Love,17,9,0.232,38911314,-9,0.232,38911314,1
BG,Bulgaria,Love,18,8,0.2594,56392776,8,0.2594,56392776,1
BG,Bulgaria,Love,19,13,0.3218,71394835,-13,0.3218,-71394835,1
BG,Bulgaria,Love,20,10,0.2121,188496940,-10,0.2121,188496940,1
BG,Bulgaria,Love,21,1,0.0833,5750023,1,-0.0833,-5750023,1

