Country_code,Country,Joy factors,Year,Value 2 (+),Value 1 (+),Value 3 (+),Value 5 (+/-),Value 4 (+/-),Value 6 (+/-),index
BE,Belgium,Happiness,10,9,0.0721,27080470,9,0.0721,27080470,1
BE,Belgium,Happiness,11,21,0.0772,443997,-21,0.0772,-443997,1
BE,Belgium,Happiness,12,14,0.0824,34163726,-14,0.0824,34163726,1
BE,Belgium,Happiness,13,19,0.0875,74538706,-19,-0.0875,74538706,1
BE,Belgium,Happiness,14,10,0.0875,4146997,-10,-0.0875,-4146997,1
CY,Cyprus,Happiness,08,1,0.0566,19840123,1,-0.0566,-19840123,1
CY,Cyprus,Happiness,09,3,0.0721,22300551,3,-0.0721,-22300551,1
CY,Cyprus,Happiness,10,7,0.0721,60664780,-7,0.0721,-60664780,1
CY,Cyprus,Happiness,11,12,0.0772,40958389,-12,0.0772,-40958389,1
CY,Cyprus,Happiness,12,7,0.0824,60100972,-7,0.0824,-60100972,1
CY,Cyprus,Happiness,13,8,0.0875,22178345,8,0.0875,-22178345,1
CY,Cyprus,Happiness,14,3,0.0875,52826595,3,-0.0875,-52826595,1
DE,Germany,Happiness,08,68,0.0566,9800010,-68,-0.0566,9800010,1
DE,Germany,Happiness,09,113,0.0721,57901292,113,-0.0721,-57901292,1
DE,Germany,Happiness,10,19,0.0721,36977293,-19,-0.0721,-36977293,1
DE,Germany,Happiness,11,31,0.0772,75746184,-31,0.0772,75746184,1
DE,Germany,Happiness,12,43,0.0824,45998443,-43,0.0824,45998443,1
DE,Germany,Happiness,13,51,0.0875,5626166,51,0.0875,5626166,1
DE,Germany,Happiness,14,40,0.0875,86334915,40,0.0875,-86334915,1
EE,Estonia,Happiness,08,6,0.0566,37938028,-6,-0.0566,37938028,1
EE,Estonia,Happiness,09,22,0.0721,51656952,-22,0.0721,51656952,1
EE,Estonia,Happiness,10,42,0.0721,33808121,-42,-0.0721,33808121,1
EE,Estonia,Happiness,11,35,0.0772,70058158,35,-0.0772,-70058158,1
EE,Estonia,Happiness,12,28,0.0824,24432176,-28,0.0824,24432176,1
EE,Estonia,Happiness,13,30,0.0875,85458626,-30,0.0875,85458626,1
EE,Estonia,Happiness,14,21,0.0875,14127619,-21,-0.0875,14127619,1
ES,Spain,Happiness,08,3,0.0566,41133497,-3,0.0566,41133497,1
ES,Spain,Happiness,09,7,0.0721,32463503,-7,0.0721,-32463503,1
ES,Spain,Happiness,10,18,0.0721,17092399,18,0.0721,-17092399,1
ES,Spain,Happiness,11,14,0.0772,24270582,-14,-0.0772,-24270582,1
ES,Spain,Happiness,12,10,0.0824,42505725,10,-0.0824,42505725,1
ES,Spain,Happiness,13,12,0.0875,71527355,-12,-0.0875,71527355,1
ES,Spain,Happiness,14,7,0.0875,77640485,-7,-0.0875,77640485,1
FR,France,Happiness,08,6,0.0566,38347405,-6,-0.0566,38347405,1
FR,France,Happiness,09,11,0.0721,28256908,-11,-0.0721,-28256908,1
FR,France,Happiness,10,6,0.0721,45671579,6,-0.0721,45671579,1
FR,France,Happiness,11,13,0.0772,29224806,-13,0.0772,-29224806,1
FR,France,Happiness,12,13,0.0824,42576906,-13,-0.0824,-42576906,1
FR,France,Happiness,13,6,0.0875,7861017,-6,0.0875,-7861017,1
FR,France,Happiness,14,10,0.0875,66029883,-10,0.0875,-66029883,1
HR,Croatia,Happiness,08,6,0.0566,48021659,-6,-0.0566,48021659,1
HR,Croatia,Happiness,09,14,0.0721,17108930,14,0.0721,17108930,1
HR,Croatia,Happiness,10,14,0.0721,53523522,-14,-0.0721,53523522,1
HR,Croatia,Happiness,11,11,0.0772,39325836,-11,-0.0772,39325836,1
HR,Croatia,Happiness,12,10,0.0824,37373753,10,0.0824,37373753,1
HR,Croatia,Happiness,13,10,0.0875,66495991,-10,-0.0875,-66495991,1
HR,Croatia,Happiness,14,7,0.0875,43422572,7,0.0875,43422572,1
AT,Austria,Happiness,15,23,0.0885,1245613,-23,0.0885,-1245613,1
AT,Austria,Happiness,16,13,0.0781,11542494,13,0.0781,11542494,1
AT,Austria,Happiness,17,19,0.0729,53144935,-19,0.0729,53144935,1
AT,Austria,Happiness,18,18,0.0625,56600359,-18,0.0625,-56600359,1
AT,Austria,Happiness,19,18,0.0729,30483485,18,-0.0729,-30483485,1
AT,Austria,Happiness,20,14,0.0625,27585717,-14,-0.0625,27585717,1
AT,Austria,Happiness,21,14,0.0625,54664284,-14,0.0625,-54664284,1
BE,Belgium,Happiness,15,25,0.0885,79952521,25,-0.0885,-79952521,1
BE,Belgium,Happiness,16,21,0.0781,69708434,-21,-0.0781,-69708434,1
BE,Belgium,Happiness,17,13,0.0729,51772289,13,0.0729,-51772289,1
BE,Belgium,Happiness,18,18,0.0625,42931444,-18,0.0625,-42931444,1
BE,Belgium,Happiness,19,12,0.0729,18722740,12,0.0729,-18722740,1
BE,Belgium,Happiness,20,8,0.0625,3074823,8,-0.0625,3074823,1
BE,Belgium,Happiness,21,10,0.0625,29229042,10,-0.0625,-29229042,1
CY,Cyprus,Happiness,15,24,0.0885,30612672,-24,0.0885,-30612672,1
CY,Cyprus,Happiness,16,19,0.0781,75099049,-19,0.0781,75099049,1
CY,Cyprus,Happiness,17,21,0.0729,1526071,21,0.0729,1526071,1
CY,Cyprus,Happiness,18,29,0.0625,61591773,-29,0.0625,61591773,1
CY,Cyprus,Happiness,19,15,0.0729,41894187,-15,-0.0729,41894187,1
CY,Cyprus,Happiness,20,12,0.0625,50397172,12,0.0625,50397172,1
CY,Cyprus,Happiness,21,9,0.0625,51258117,9,-0.0625,51258117,1
DE,Germany,Happiness,15,20,0.0885,35099013,20,0.0885,-35099013,1
DE,Germany,Happiness,16,34,0.0781,44401258,-34,-0.0781,-44401258,1
DE,Germany,Happiness,17,9,0.0729,24122998,9,0.0729,24122998,1
DE,Germany,Happiness,18,9,0.0625,40064699,9,-0.0625,40064699,1
DE,Germany,Happiness,19,13,0.0729,57718245,-13,-0.0729,-57718245,1
DE,Germany,Happiness,20,11,0.0625,37749092,11,0.0625,37749092,1
DE,Germany,Happiness,21,12,0.0625,49684890,-12,-0.0625,49684890,1
EE,Estonia,Happiness,15,3,0.0885,41815539,-3,-0.0885,-41815539,1
EE,Estonia,Happiness,16,10,0.0781,38560394,-10,-0.0781,38560394,1
EE,Estonia,Happiness,17,17,0.0729,59284385,17,-0.0729,-59284385,1
EE,Estonia,Happiness,18,12,0.0625,17271842,12,0.0625,17271842,1
EE,Estonia,Happiness,19,15,0.0729,2554926,15,0.0729,-2554926,1
EE,Estonia,Happiness,20,13,0.0625,17233833,13,-0.0625,-17233833,1
EE,Estonia,Happiness,21,9,0.0625,62279551,9,-0.0625,-62279551,1
ES,Spain,Happiness,15,27,0.0885,6733215,27,0.0885,6733215,1
ES,Spain,Happiness,16,27,0.0781,74281551,-27,0.0781,-74281551,1
ES,Spain,Happiness,17,35,0.0729,2018548,35,-0.0729,2018548,1
ES,Spain,Happiness,18,37,0.0625,23709753,37,-0.0625,-23709753,1
ES,Spain,Happiness,19,27,0.0729,14512019,-27,-0.0729,14512019,1
ES,Spain,Happiness,20,20,0.0625,5827734,20,-0.0625,-5827734,1
ES,Spain,Happiness,21,12,0.0625,41526634,12,-0.0625,41526634,1
FR,France,Happiness,15,23,0.0885,33586126,23,-0.0885,-33586126,1
FR,France,Happiness,16,9,0.0781,50775317,-9,-0.0781,-50775317,1
FR,France,Happiness,17,26,0.0729,47632467,26,-0.0729,-47632467,1
FR,France,Happiness,18,12,0.0625,40414695,-12,0.0625,40414695,1
FR,France,Happiness,19,17,0.0729,44037397,17,-0.0729,44037397,1
FR,France,Happiness,20,15,0.0625,52448442,-15,0.0625,52448442,1
FR,France,Happiness,21,10,0.0625,23822140,10,-0.0625,23822140,1
HR,Croatia,Happiness,15,45,0.0885,12382177,45,-0.0885,12382177,1
HR,Croatia,Happiness,16,41,0.0781,31377545,41,0.0781,-31377545,1
HR,Croatia,Happiness,17,37,0.0729,45775137,-37,0.0729,45775137,1
HR,Croatia,Happiness,18,40,0.0625,47048718,-40,0.0625,47048718,1
HR,Croatia,Happiness,19,40,0.0729,34715495,-40,-0.0729,34715495,1
HR,Croatia,Happiness,20,47,0.0625,4086192,47,0.0625,-4086192,1
HR,Croatia,Happiness,21,23,0.0625,59529395,-23,-0.0625,59529395,1
AT,Austria,Creativity,01,20,0.0691,32786838,-20,0.0691,32786838,1
AT,Austria,Creativity,02,26,0.0642,45393986,26,-0.0642,-45393986,1
AT,Austria,Creativity,03,22,0.0691,16101959,22,0.0691,16101959,1
AT,Austria,Creativity,04,31,0.0691,6660547,31,-0.0691,-6660547,1
AT,Austria,Creativity,05,14,0.0592,30225724,-14,-0.0592,-30225724,1
AT,Austria,Creativity,06,23,0.0642,3382747,23,-0.0642,3382747,1
AT,Austria,Creativity,07,8,0.0691,58849217,8,-0.0691,-58849217,1
BE,Belgium,Creativity,01,11,0.0691,64383669,-11,-0.0691,64383669,1
BE,Belgium,Creativity,02,23,0.0642,20263487,23,-0.0642,20263487,1
BE,Belgium,Creativity,03,27,0.0691,31822998,27,0.0691,-31822998,1
BE,Belgium,Creativity,04,20,0.0691,17465562,20,-0.0691,-17465562,1
BE,Belgium,Creativity,05,15,0.0592,12357472,15,-0.0592,12357472,1
BE,Belgium,Creativity,06,19,0.0642,25857433,19,0.0642,-25857433,1
BE,Belgium,Creativity,07,13,0.0691,32396515,-13,-0.0691,-32396515,1
CY,Cyprus,Creativity,01,12,0.0691,45742998,-12,0.0691,45742998,1
CY,Cyprus,Creativity,02,19,0.0642,2572359,-19,-0.0642,2572359,1
CY,Cyprus,Creativity,03,17,0.0691,30906283,17,0.0691,30906283,1
CY,Cyprus,Creativity,04,11,0.0691,44322777,-11,0.0691,44322777,1
CY,Cyprus,Creativity,05,10,0.0592,7981472,-10,-0.0592,7981472,1
CY,Cyprus,Creativity,06,16,0.0642,1577260,-16,-0.0642,-1577260,1
CY,Cyprus,Creativity,07,7,0.0691,34762709,7,0.0691,-34762709,1
DE,Germany,Creativity,01,53,0.0691,44405736,-53,-0.0691,-44405736,1
DE,Germany,Creativity,02,46,0.0642,5462636,-46,0.0642,5462636,1
DE,Germany,Creativity,03,33,0.0691,42925863,33,0.0691,42925863,1
DE,Germany,Creativity,04,20,0.0691,35767614,-20,0.0691,35767614,1
DE,Germany,Creativity,05,33,0.0592,15311363,33,-0.0592,15311363,1
DE,Germany,Creativity,06,36,0.0642,40768395,-36,0.0642,40768395,1
DE,Germany,Creativity,07,17,0.0691,4449876,-17,-0.0691,4449876,1
EE,Estonia,Creativity,01,11,0.0691,5168862,11,-0.0691,-5168862,1
EE,Estonia,Creativity,02,14,0.0642,21402514,-14,-0.0642,21402514,1
EE,Estonia,Creativity,03,15,0.0691,45421759,15,-0.0691,-45421759,1
EE,Estonia,Creativity,04,11,0.0691,25926502,-11,-0.0691,25926502,1
EE,Estonia,Creativity,05,13,0.0592,6787930,13,0.0592,6787930,1
EE,Estonia,Creativity,06,9,0.0642,46288172,-9,0.0642,46288172,1
EE,Estonia,Creativity,07,9,0.0691,8467894,-9,-0.0691,8467894,1
ES,Spain,Creativity,01,21,0.0691,54301617,21,0.0691,-54301617,1
ES,Spain,Creativity,02,28,0.0642,17327045,-28,-0.0642,-17327045,1
ES,Spain,Creativity,03,26,0.0691,53792703,-26,-0.0691,-53792703,1
ES,Spain,Creativity,04,25,0.0691,33572107,25,0.0691,33572107,1
ES,Spain,Creativity,05,16,0.0592,17166981,-16,0.0592,17166981,1
ES,Spain,Creativity,06,15,0.0642,15987484,-15,-0.0642,-15987484,1
ES,Spain,Creativity,07,10,0.0691,1877760,10,-0.0691,1877760,1
FR,France,Creativity,01,13,0.0691,27561832,13,0.0691,27561832,1
FR,France,Creativity,02,13,0.0642,51682670,-13,-0.0642,-51682670,1
FR,France,Creativity,03,16,0.0691,61129059,16,0.0691,-61129059,1
FR,France,Creativity,04,20,0.0691,33133131,20,0.0691,33133131,1
FR,France,Creativity,05,18,0.0592,16737812,-18,-0.0592,-16737812,1
FR,France,Creativity,06,14,0.0642,47896087,-14,0.0642,-47896087,1
FR,France,Creativity,07,13,0.0691,54613690,13,-0.0691,54613690,1
HR,Croatia,Creativity,01,19,0.0691,10774866,19,-0.0691,-10774866,1
HR,Croatia,Creativity,02,33,0.0642,49826657,33,0.0642,49826657,1
HR,Croatia,Creativity,03,41,0.0691,33839743,-41,0.0691,33839743,1
HR,Croatia,Creativity,04,28,0.0691,5522521,28,-0.0691,5522521,1
HR,Croatia,Creativity,05,45,0.0592,21267351,45,-0.0592,-21267351,1
HR,Croatia,Creativity,06,48,0.0642,59870075,48,0.0642,59870075,1
HR,Croatia,Creativity,07,32,0.0691,62132151,32,0.0691,62132151,1
AT,Austria,Creativity,08,7,0.0142,13346676,-7,0.0142,-13346676,1
AT,Austria,Creativity,09,8,0.0142,6537237,8,0.0142,-6537237,1
AT,Austria,Creativity,10,7,0.0095,8288904,7,0.0095,-8288904,1
AT,Austria,Creativity,11,3,0.0095,1806362,-3,-0.0095,1806362,1
AT,Austria,Creativity,12,4,0.0095,784816,-4,0.0095,784816,1
AT,Austria,Creativity,13,4,0.0095,236348,-4,0.0095,236348,1
AT,Austria,Creativity,14,4,0.0047,2586748,4,0.0047,-2586748,1
BE,Belgium,Creativity,08,1,0.0142,11902809,-1,-0.0142,11902809,1
BE,Belgium,Creativity,09,2,0.0142,9181459,-2,0.0142,-9181459,1
BE,Belgium,Creativity,10,7,0.0095,4455980,7,-0.0095,-4455980,1
BE,Belgium,Creativity,11,0,0.0095,3331136,0,0.0095,3331136,1
BE,Belgium,Creativity,12,2,0.0095,4558124,2,-0.0095,-4558124,1
BE,Belgium,Creativity,13,2,0.0095,6289112,2,-0.0095,6289112,1
BE,Belgium,Creativity,14,1,0.0047,3632800,1,0.0047,3632800,1
CY,Cyprus,Creativity,08,2,0.0142,6691065,2,-0.0142,-6691065,1
CY,Cyprus,Creativity,09,2,0.0142,2576054,-2,0.0142,-2576054,1
CY,Cyprus,Creativity,10,2,0.0095,4925069,2,0.0095,-4925069,1
CY,Cyprus,Creativity,11,0,0.0095,279265,0,0.0095,-279265,1
CY,Cyprus,Creativity,12,0,0.0095,7737416,0,0.0095,7737416,1
CY,Cyprus,Creativity,13,0,0.0095,7731643,0,0.0095,7731643,1
CY,Cyprus,Creativity,14,0,0.0047,4288249,0,0.0047,-4288249,1
DE,Germany,Creativity,08,9,0.0142,3606965,9,-0.0142,-3606965,1
DE,Germany,Creativity,09,13,0.0142,1228876,-13,0.0142,-1228876,1
DE,Germany,Creativity,10,4,0.0095,4009355,4,-0.0095,4009355,1
DE,Germany,Creativity,11,6,0.0095,156247,6,0.0095,-156247,1
DE,Germany,Creativity,12,9,0.0095,4713055,-9,0.0095,4713055,1
DE,Germany,Creativity,13,4,0.0095,7919025,-4,-0.0095,-7919025,1
DE,Germany,Creativity,14,7,0.0047,2888353,-7,0.0047,-2888353,1
EE,Estonia,Creativity,08,8,0.0142,9762290,-8,-0.0142,-9762290,1
EE,Estonia,Creativity,09,5,0.0142,9810536,5,0.0142,-9810536,1
EE,Estonia,Creativity,10,6,0.0095,4779330,-6,-0.0095,4779330,1
EE,Estonia,Creativity,11,4,0.0095,6474380,4,0.0095,-6474380,1
EE,Estonia,Creativity,12,6,0.0095,6678600,6,-0.0095,6678600,1
EE,Estonia,Creativity,13,1,0.0095,3438279,-1,0.0095,3438279,1
EE,Estonia,Creativity,14,3,0.0047,3953219,-3,0.0047,3953219,1
ES,Spain,Creativity,08,1,0.0142,4829095,-1,-0.0142,4829095,1
ES,Spain,Creativity,09,1,0.0142,8257436,-1,-0.0142,-8257436,1
ES,Spain,Creativity,10,1,0.0095,67045,-1,0.0095,67045,1
ES,Spain,Creativity,11,2,0.0095,9249922,-2,-0.0095,-9249922,1
ES,Spain,Creativity,12,1,0.0095,7182143,1,0.0095,7182143,1
ES,Spain,Creativity,13,0,0.0095,6644981,0,0.0095,-6644981,1
ES,Spain,Creativity,14,0,0.0047,3330389,0,-0.0047,-3330389,1
FR,France,Creativity,08,2,0.0142,1851510,2,0.0142,1851510,1
FR,France,Creativity,09,3,0.0142,12970179,3,-0.0142,-12970179,1
FR,France,Creativity,10,1,0.0095,2010783,1,-0.0095,2010783,1
FR,France,Creativity,11,5,0.0095,1035245,5,0.0095,1035245,1
FR,France,Creativity,12,1,0.0095,6006509,1,-0.0095,-6006509,1
FR,France,Creativity,13,4,0.0095,472494,-4,0.0095,472494,1
FR,France,Creativity,14,1,0.0047,3662880,1,0.0047,3662880,1
HR,Croatia,Creativity,08,4,0.0142,5334796,-4,0.0142,-5334796,1
HR,Croatia,Creativity,09,3,0.0142,4890979,3,0.0142,4890979,1
HR,Croatia,Creativity,10,4,0.0095,457707,4,-0.0095,-457707,1
HR,Croatia,Creativity,11,5,0.0095,8862678,5,-0.0095,-8862678,1
HR,Croatia,Creativity,12,3,0.0095,7856791,3,0.0095,7856791,1
HR,Croatia,Creativity,13,0,0.0095,7434273,0,-0.0095,-7434273,1
HR,Croatia,Creativity,14,0,0.0047,4065741,0,0.0047,4065741,1
AT,Austria,Creativity,15,3,0.0306,13199586,-3,-0.0306,-13199586,1
AT,Austria,Creativity,16,6,0.0408,34673646,6,0.0408,34673646,1
AT,Austria,Creativity,17,7,0.0306,25593066,7,0.0306,-25593066,1
AT,Austria,Creativity,18,5,0.0357,4523672,5,-0.0357,4523672,1
AT,Austria,Creativity,19,4,0.0357,28260703,-4,-0.0357,-28260703,1
AT,Austria,Creativity,20,9,0.0357,35188533,-9,-0.0357,35188533,1
AT,Austria,Creativity,21,1,0.0408,19131988,1,-0.0408,-19131988,1
BE,Belgium,Creativity,15,13,0.0306,30224537,-13,-0.0306,-30224537,1
BE,Belgium,Creativity,16,6,0.0408,10243373,6,0.0408,-10243373,1
BE,Belgium,Creativity,17,4,0.0306,18704808,4,0.0306,18704808,1
BE,Belgium,Creativity,18,12,0.0357,2009479,-12,0.0357,-2009479,1
BE,Belgium,Creativity,19,4,0.0357,20964609,4,0.0357,20964609,1
BE,Belgium,Creativity,20,9,0.0357,13102898,-9,0.0357,13102898,1
BE,Belgium,Creativity,21,1,0.0408,39110332,-1,0.0408,39110332,1
CY,Cyprus,Creativity,15,5,0.0306,28197065,-5,-0.0306,28197065,1
CY,Cyprus,Creativity,16,7,0.0408,2226660,-7,0.0408,-2226660,1
CY,Cyprus,Creativity,17,1,0.0306,5305436,1,0.0306,-5305436,1
CY,Cyprus,Creativity,18,3,0.0357,22741003,-3,0.0357,-22741003,1
CY,Cyprus,Creativity,19,3,0.0357,3154425,-3,-0.0357,-3154425,1
CY,Cyprus,Creativity,20,3,0.0357,13321101,-3,0.0357,13321101,1
CY,Cyprus,Creativity,21,1,0.0408,126496,-1,-0.0408,126496,1
DE,Germany,Creativity,15,27,0.0306,19760865,27,-0.0306,19760865,1
DE,Germany,Creativity,16,50,0.0408,38149399,-50,0.0408,38149399,1
DE,Germany,Creativity,17,22,0.0306,19358830,22,0.0306,-19358830,1
DE,Germany,Creativity,18,28,0.0357,20269220,-28,-0.0357,20269220,1
DE,Germany,Creativity,19,12,0.0357,27202621,12,-0.0357,27202621,1
DE,Germany,Creativity,20,21,0.0357,20878633,21,-0.0357,20878633,1
DE,Germany,Creativity,21,16,0.0408,24359396,-16,0.0408,-24359396,1
EE,Estonia,Creativity,15,18,0.0306,3335434,-18,-0.0306,3335434,1
EE,Estonia,Creativity,16,14,0.0408,39889101,-14,-0.0408,-39889101,1
EE,Estonia,Creativity,17,7,0.0306,3752301,-7,0.0306,-3752301,1
EE,Estonia,Creativity,18,3,0.0357,16341266,-3,-0.0357,16341266,1
EE,Estonia,Creativity,19,10,0.0357,2702713,10,-0.0357,2702713,1
EE,Estonia,Creativity,20,15,0.0357,15349721,-15,-0.0357,-15349721,1
EE,Estonia,Creativity,21,9,0.0408,31157392,9,0.0408,31157392,1
ES,Spain,Creativity,15,4,0.0306,28287303,4,-0.0306,28287303,1
ES,Spain,Creativity,16,7,0.0408,7533189,-7,0.0408,-7533189,1
ES,Spain,Creativity,17,3,0.0306,6917260,3,-0.0306,-6917260,1
ES,Spain,Creativity,18,5,0.0357,34163730,-5,-0.0357,34163730,1
ES,Spain,Creativity,19,2,0.0357,12546077,2,0.0357,12546077,1
ES,Spain,Creativity,20,4,0.0357,22767472,-4,0.0357,22767472,1
ES,Spain,Creativity,21,1,0.0408,22743603,1,0.0408,22743603,1
FR,France,Creativity,15,3,0.0306,17444796,-3,-0.0306,17444796,1
FR,France,Creativity,16,5,0.0408,3123483,-5,0.0408,3123483,1
FR,France,Creativity,17,11,0.0306,29513319,-11,0.0306,29513319,1
FR,France,Creativity,18,6,0.0357,26998831,6,0.0357,-26998831,1
FR,France,Creativity,19,6,0.0357,2462368,6,0.0357,2462368,1
FR,France,Creativity,20,7,0.0357,11276234,7,-0.0357,-11276234,1
FR,France,Creativity,21,6,0.0408,23527516,6,0.0408,23527516,1
HR,Croatia,Creativity,15,10,0.0306,15622612,-10,-0.0306,15622612,1
HR,Croatia,Creativity,16,9,0.0408,6469009,-9,-0.0408,-6469009,1
HR,Croatia,Creativity,17,12,0.0306,12968267,-12,0.0306,12968267,1
HR,Croatia,Creativity,18,13,0.0357,229134,-13,0.0357,229134,1
HR,Croatia,Creativity,19,12,0.0357,4703430,12,0.0357,4703430,1
HR,Croatia,Creativity,20,12,0.0357,14617753,12,-0.0357,14617753,1
HR,Croatia,Creativity,21,4,0.0408,14796126,-4,0.0408,-14796126,1
AT,Austria,Friendship,01,13,0.0357,26596675,-13,-0.0357,-26596675,1
AT,Austria,Friendship,02,10,0.0408,31122150,10,-0.0408,-31122150,1
AT,Austria,Friendship,03,10,0.0357,9673385,10,-0.0357,-9673385,1
AT,Austria,Friendship,04,12,0.0357,10628856,12,-0.0357,-10628856,1
AT,Austria,Friendship,05,8,0.0408,40235560,-8,0.0408,-40235560,1
AT,Austria,Friendship,06,14,0.0306,4879427,-14,-0.0306,-4879427,1
AT,Austria,Friendship,07,4,0.0306,30495063,-4,0.0306,-30495063,1
BE,Belgium,Friendship,01,12,0.0357,22471809,-12,-0.0357,-22471809,1
BE,Belgium,Friendship,02,16,0.0408,20874965,-16,0.0408,20874965,1
BE,Belgium,Friendship,03,25,0.0357,22358195,-25,-0.0357,-22358195,1
BE,Belgium,Friendship,04,15,0.0357,11189835,15,0.0357,-11189835,1
BE,Belgium,Friendship,05,19,0.0408,35727176,19,0.0408,35727176,1
